email_age,business_age,inqury_count,business_sales_k,free_email_domain,business_state,business_current_customer,business_credit,EVENT_LABEL
33.0,44.0,13.0,4653.0,0,OR,False,860,legit
26.0,56.0,9.0,3872.0,0,MI,False,83,legit
34.0,43.0,12.0,3878.0,0,WI,False,795,legit
32.0,78.0,8.0,2743.0,1,HI,False,297,fraud
28.0,69.0,11.0,6842.0,0,NE,False,6,legit
39.0,39.0,9.0,2820.0,1,IL,False,878,legit
32.0,56.0,10.0,4134.0,1,NE,False,879,legit
46.0,50.0,11.0,4043.0,0,NM,True,105,legit
33.0,51.0,14.0,5132.0,0,MO,True,512,legit
32.0,40.0,13.0,4104.0,0,LA,False,287,legit
16.0,90.0,11.0,6196.0,1,NE,True,92,fraud
41.0,42.0,13.0,3842.0,0,RI,False,647,legit
37.0,47.0,12.0,4017.0,0,HI,False,932,legit
38.0,53.0,12.0,5335.0,0,MT,False,872,legit
34.0,47.0,14.0,4756.0,0,PA,True,747,legit
25.0,69.0,9.0,6303.0,1,MS,False,767,fraud
26.0,101.0,2.0,2610.0,0,DC,False,970,fraud
29.0,89.0,9.0,7433.0,0,RI,True,945,legit
26.0,43.0,11.0,2994.0,1,AZ,True,154,legit
26.0,52.0,10.0,4563.0,1,KY,True,853,legit
36.0,37.0,10.0,2409.0,1,ND,False,348,legit
45.0,70.0,11.0,5229.0,1,TX,True,639,legit
37.0,66.0,11.0,5773.0,0,AZ,True,904,legit
31.0,43.0,13.0,4340.0,0,KY,True,151,legit
37.0,66.0,10.0,6778.0,0,IA,False,878,legit
38.0,50.0,10.0,3229.0,1,CA,False,503,legit
29.0,50.0,8.0,4201.0,1,VT,False,798,legit
35.0,57.0,10.0,4328.0,0,OK,False,681,fraud
39.0,34.0,11.0,2291.0,1,AZ,False,856,legit
35.0,55.0,6.0,4744.0,1,LA,True,544,fraud
38.0,81.0,11.0,7611.0,0,SD,False,594,legit
42.0,52.0,9.0,4687.0,1,NE,False,777,fraud
23.0,72.0,6.0,4033.0,0,MI,False,173,fraud
34.0,52.0,9.0,4512.0,0,DE,True,548,legit
35.0,54.0,10.0,6310.0,0,IA,False,853,legit
29.0,49.0,14.0,5392.0,0,ID,False,94,legit
13.0,71.0,10.0,3161.0,0,LA,False,108,fraud
32.0,42.0,11.0,3788.0,0,MT,False,75,legit
37.0,52.0,10.0,4084.0,0,MO,False,703,legit
34.0,43.0,11.0,3663.0,0,ID,True,261,legit
31.0,41.0,9.0,3196.0,1,TX,True,678,legit
34.0,50.0,10.0,4132.0,1,WI,True,966,legit
30.0,58.0,10.0,4793.0,0,ME,False,549,legit
32.0,72.0,6.0,3258.0,1,WV,True,960,fraud
37.0,81.0,11.0,8182.0,0,VT,False,115,legit
34.0,30.0,7.0,1695.0,1,FL,False,221,legit
43.0,55.0,6.0,4742.0,1,SC,False,298,fraud
36.0,45.0,13.0,4995.0,0,VT,False,590,legit
35.0,58.0,11.0,5663.0,0,PA,False,993,legit
33.0,51.0,10.0,4651.0,0,MA,False,562,legit
30.0,65.0,12.0,8531.0,0,AZ,True,216,legit
34.0,42.0,11.0,3557.0,1,ME,False,379,legit
38.0,37.0,11.0,3703.0,0,MD,True,247,legit
34.0,59.0,10.0,5343.0,1,IN,True,163,fraud
34.0,59.0,9.0,4356.0,1,FL,False,996,fraud
32.0,86.0,9.0,6527.0,1,IL,False,910,legit
39.0,52.0,11.0,4287.0,0,TX,True,531,legit
29.0,60.0,5.0,4660.0,0,AL,False,596,fraud
30.0,51.0,9.0,4079.0,0,KY,False,244,legit
29.0,56.0,13.0,5128.0,0,ME,False,850,legit
32.0,64.0,6.0,3997.0,0,IA,True,857,fraud
33.0,57.0,11.0,4699.0,0,OH,True,506,legit
34.0,65.0,9.0,3187.0,1,CT,False,299,fraud
35.0,66.0,9.0,5581.0,0,SC,False,300,legit
30.0,80.0,10.0,7455.0,0,NE,False,328,legit
37.0,34.0,10.0,3042.0,1,ME,False,627,legit
28.0,41.0,9.0,5254.0,0,NE,False,28,fraud
37.0,103.0,11.0,7876.0,1,MD,False,288,legit
30.0,32.0,9.0,2817.0,1,WI,False,839,legit
33.0,48.0,15.0,5333.0,0,MI,False,650,legit
37.0,74.0,9.0,5705.0,1,IA,True,333,legit
46.0,66.0,13.0,7010.0,1,MO,False,318,legit
29.0,49.0,9.0,3935.0,1,AZ,False,42,legit
34.0,37.0,10.0,3598.0,1,HI,True,156,legit
38.0,49.0,13.0,4748.0,0,NM,False,71,legit
34.0,51.0,11.0,4773.0,0,GA,False,279,legit
39.0,63.0,11.0,6674.0,0,IN,False,473,legit
39.0,49.0,11.0,3677.0,0,WY,False,472,legit
25.0,74.0,7.0,3579.0,0,LA,False,899,fraud
31.0,74.0,11.0,5854.0,1,OH,True,343,legit
23.0,68.0,13.0,6025.0,1,AK,False,523,legit
24.0,72.0,10.0,4610.0,1,PA,False,298,legit
31.0,77.0,11.0,5499.0,1,KS,False,60,legit
27.0,45.0,11.0,4163.0,0,MN,False,771,legit
35.0,60.0,11.0,3466.0,1,LA,True,755,fraud
43.0,43.0,11.0,5371.0,0,OK,False,115,fraud
35.0,80.0,10.0,6020.0,1,LA,False,349,legit
42.0,38.0,12.0,3722.0,0,ND,False,741,legit
38.0,79.0,13.0,8390.0,0,CA,True,964,legit
39.0,62.0,11.0,6290.0,0,WA,False,78,legit
23.0,77.0,13.0,5378.0,1,NE,True,888,fraud
26.0,59.0,11.0,5337.0,0,AR,True,67,legit
52.0,32.0,10.0,2010.0,1,VA,False,713,legit
34.0,80.0,8.0,2910.0,1,UT,True,859,fraud
20.0,81.0,9.0,6700.0,0,NJ,True,667,fraud
33.0,33.0,9.0,2848.0,1,PA,True,331,legit
26.0,79.0,7.0,6057.0,1,OR,False,75,fraud
27.0,46.0,10.0,3645.0,0,MO,False,375,legit
22.0,66.0,10.0,5196.0,0,DC,False,347,legit
39.0,85.0,12.0,7693.0,1,DC,False,663,legit
30.0,49.0,10.0,2344.0,1,KS,False,748,legit
34.0,53.0,9.0,4784.0,1,MS,False,825,fraud
18.0,38.0,7.0,3869.0,1,TX,False,204,legit
41.0,73.0,12.0,7745.0,1,NV,True,286,legit
30.0,55.0,10.0,4447.0,0,DC,False,626,legit
36.0,39.0,10.0,3019.0,1,HI,False,298,legit
21.0,78.0,12.0,5474.0,1,ME,True,302,legit
26.0,40.0,8.0,3605.0,1,VT,False,119,legit
36.0,42.0,13.0,3722.0,0,TN,False,951,legit
26.0,76.0,6.0,3624.0,0,OH,False,586,fraud
27.0,44.0,12.0,4509.0,0,MA,False,52,legit
38.0,74.0,11.0,5589.0,1,MT,False,319,legit
38.0,48.0,6.0,2882.0,1,NE,False,971,legit
23.0,67.0,6.0,3918.0,0,NE,True,382,fraud
16.0,63.0,8.0,5019.0,0,NM,False,37,legit
14.0,62.0,13.0,6263.0,1,NE,False,533,fraud
32.0,50.0,8.0,4273.0,0,KY,False,942,legit
34.0,46.0,9.0,3922.0,1,PA,False,502,legit
27.0,58.0,11.0,4872.0,0,PA,True,54,legit
20.0,56.0,12.0,5047.0,0,TX,True,116,legit
38.0,44.0,9.0,3569.0,1,WV,True,54,legit
24.0,76.0,11.0,5684.0,1,MO,False,529,fraud
41.0,75.0,12.0,5460.0,1,MN,True,142,legit
29.0,45.0,11.0,4367.0,0,AZ,True,292,legit
33.0,56.0,10.0,5066.0,0,GA,False,181,legit
42.0,49.0,14.0,4300.0,0,NJ,True,244,legit
38.0,33.0,7.0,2119.0,1,IL,True,380,legit
31.0,62.0,10.0,4756.0,1,ID,True,125,fraud
38.0,45.0,12.0,4239.0,0,NC,False,1,legit
35.0,62.0,12.0,7095.0,0,AL,True,462,legit
39.0,32.0,8.0,2590.0,1,WV,False,943,legit
33.0,37.0,7.0,2867.0,1,AL,False,116,legit
41.0,61.0,6.0,4469.0,1,OK,True,252,fraud
25.0,41.0,13.0,4008.0,0,CT,True,946,legit
37.0,35.0,10.0,3152.0,0,NJ,True,945,legit
33.0,56.0,14.0,5507.0,0,CO,True,835,legit
38.0,51.0,9.0,4875.0,0,UT,False,149,fraud
42.0,85.0,4.0,3162.0,1,UT,False,347,fraud
23.0,69.0,10.0,3966.0,1,HI,False,123,legit
41.0,62.0,9.0,3452.0,1,NY,False,666,legit
47.0,49.0,10.0,3273.0,1,OH,False,127,legit
33.0,68.0,12.0,5188.0,1,SC,False,467,legit
37.0,50.0,15.0,5036.0,0,SC,True,810,legit
34.0,49.0,14.0,5157.0,0,UT,True,601,legit
38.0,47.0,8.0,3592.0,1,MN,True,686,legit
31.0,67.0,12.0,7125.0,0,ND,True,812,legit
35.0,66.0,12.0,7202.0,0,MI,False,114,legit
31.0,74.0,7.0,3458.0,1,ME,False,849,fraud
28.0,62.0,9.0,6755.0,0,WV,False,74,fraud
33.0,77.0,11.0,5701.0,1,NY,False,993,legit
45.0,73.0,11.0,7771.0,0,MT,True,418,legit
29.0,56.0,10.0,3262.0,1,NC,False,925,legit
34.0,50.0,11.0,4704.0,0,VT,True,127,legit
41.0,74.0,8.0,5899.0,0,MS,True,340,legit
43.0,55.0,12.0,5533.0,1,ME,True,416,legit
36.0,74.0,13.0,8036.0,0,HI,True,985,legit
32.0,68.0,9.0,4858.0,0,TN,False,611,legit
20.0,71.0,11.0,5474.0,1,MO,False,129,fraud
34.0,27.0,10.0,3323.0,0,SC,False,625,legit
38.0,47.0,8.0,3327.0,1,SD,False,692,legit
23.0,42.0,11.0,4238.0,0,AZ,False,824,legit
46.0,78.0,10.0,6741.0,1,FL,False,318,legit
30.0,73.0,10.0,5935.0,1,VT,True,591,fraud
31.0,71.0,10.0,6545.0,0,MA,False,140,legit
29.0,40.0,12.0,3866.0,1,WA,False,12,legit
41.0,54.0,10.0,4762.0,1,KS,False,346,fraud
29.0,53.0,8.0,4197.0,0,MA,False,674,legit
41.0,52.0,9.0,4121.0,0,SC,False,248,legit
33.0,82.0,4.0,3427.0,1,NY,True,125,fraud
29.0,69.0,9.0,6496.0,0,WY,False,308,legit
12.0,57.0,14.0,6938.0,1,VT,False,509,fraud
32.0,55.0,12.0,5773.0,0,OH,False,636,legit
30.0,63.0,8.0,4966.0,1,PA,True,498,legit
32.0,48.0,6.0,3557.0,1,OK,False,693,legit
28.0,51.0,12.0,5088.0,0,MN,False,0,legit
23.0,58.0,12.0,6234.0,0,VT,False,654,legit
34.0,41.0,8.0,5175.0,0,TX,False,818,fraud
28.0,65.0,12.0,5217.0,1,KY,False,589,fraud
46.0,94.0,11.0,7565.0,1,WV,False,121,legit
37.0,64.0,12.0,7380.0,0,AR,False,366,legit
32.0,57.0,12.0,4237.0,0,MA,False,357,fraud
19.0,77.0,11.0,6528.0,1,ME,False,202,fraud
25.0,49.0,10.0,3908.0,0,SD,False,649,legit
31.0,54.0,9.0,4810.0,1,MD,False,722,legit
41.0,40.0,8.0,2871.0,1,TX,False,473,legit
23.0,65.0,10.0,6217.0,1,FL,False,60,fraud
33.0,50.0,13.0,4118.0,1,IA,True,993,legit
41.0,67.0,11.0,5752.0,1,MA,False,874,legit
28.0,56.0,12.0,5666.0,0,NJ,False,686,legit
32.0,68.0,9.0,5577.0,0,WI,False,769,legit
39.0,98.0,11.0,8526.0,1,MN,False,369,legit
36.0,42.0,8.0,2786.0,1,AZ,False,874,legit
33.0,42.0,9.0,3037.0,1,UT,False,478,legit
44.0,51.0,12.0,4037.0,0,AR,True,200,legit
31.0,53.0,8.0,4449.0,1,AK,True,253,legit
34.0,55.0,11.0,5437.0,0,DC,False,102,legit
30.0,46.0,10.0,4101.0,0,KS,False,267,legit
44.0,32.0,7.0,2349.0,1,NY,False,669,legit
44.0,53.0,8.0,6659.0,0,NM,False,919,legit
49.0,87.0,12.0,8841.0,1,PA,False,169,legit
28.0,46.0,12.0,5464.0,0,MT,False,276,legit
37.0,73.0,7.0,3656.0,1,MI,False,915,fraud
38.0,50.0,13.0,4197.0,0,MD,False,76,legit
39.0,54.0,10.0,3817.0,1,GA,True,763,legit
33.0,65.0,7.0,4330.0,0,MO,False,963,fraud
35.0,38.0,11.0,3188.0,1,VA,True,222,legit
35.0,57.0,11.0,6211.0,0,NY,False,87,fraud
31.0,53.0,11.0,4884.0,0,NC,True,798,legit
31.0,73.0,8.0,3415.0,1,WI,False,62,fraud
48.0,77.0,11.0,7133.0,1,VT,False,684,legit
47.0,83.0,10.0,6767.0,1,IL,False,859,legit
25.0,57.0,11.0,5576.0,1,WV,True,992,fraud
34.0,71.0,11.0,5659.0,1,IN,True,372,legit
31.0,46.0,10.0,3891.0,1,IL,False,625,legit
25.0,60.0,12.0,6385.0,0,NY,True,151,legit
10.0,64.0,15.0,6420.0,1,IL,False,758,fraud
26.0,49.0,12.0,4844.0,1,CT,True,979,fraud
40.0,42.0,13.0,3469.0,0,TX,False,252,legit
32.0,52.0,11.0,4498.0,0,MN,False,791,legit
31.0,40.0,10.0,3363.0,1,AK,False,607,legit
30.0,55.0,13.0,5439.0,0,SC,False,63,legit
29.0,46.0,9.0,3968.0,1,NE,False,563,legit
31.0,59.0,7.0,4347.0,0,AL,False,285,fraud
25.0,73.0,12.0,7037.0,0,MN,False,596,legit
29.0,44.0,13.0,5135.0,0,NH,False,14,legit
34.0,73.0,7.0,3698.0,1,KS,False,827,fraud
34.0,46.0,10.0,4185.0,1,AZ,False,687,legit
33.0,43.0,11.0,3944.0,0,ND,False,400,legit
21.0,60.0,11.0,5656.0,1,NM,False,14,fraud
22.0,67.0,8.0,3592.0,0,TN,False,817,fraud
44.0,68.0,10.0,6843.0,0,NE,False,637,legit
31.0,61.0,11.0,4991.0,1,SD,False,946,legit
30.0,54.0,11.0,5476.0,0,CT,False,172,legit
47.0,71.0,8.0,5773.0,0,AK,True,559,legit
45.0,63.0,10.0,5964.0,0,WY,False,912,legit
29.0,77.0,6.0,3299.0,1,VA,False,876,fraud
36.0,44.0,12.0,4288.0,0,VA,False,374,legit
41.0,65.0,11.0,3761.0,1,AR,True,61,fraud
44.0,64.0,9.0,5047.0,1,FL,False,580,legit
31.0,45.0,8.0,3579.0,1,UT,False,64,legit
37.0,42.0,8.0,2873.0,1,KS,True,604,legit
34.0,69.0,12.0,7315.0,0,MO,False,566,legit
34.0,80.0,7.0,3366.0,1,MI,True,587,fraud
43.0,72.0,12.0,6752.0,1,RI,False,973,legit
37.0,39.0,13.0,3570.0,0,IN,False,110,legit
31.0,107.0,2.0,2435.0,1,NM,False,912,fraud
33.0,72.0,9.0,3702.0,0,CA,True,91,fraud
26.0,62.0,14.0,6978.0,0,WI,True,34,legit
42.0,34.0,11.0,2775.0,1,RI,False,586,legit
38.0,80.0,9.0,6762.0,0,AR,False,943,legit
36.0,83.0,9.0,6691.0,1,NC,False,468,legit
29.0,48.0,6.0,3247.0,1,NV,True,255,legit
31.0,56.0,5.0,4278.0,0,CO,False,176,fraud
34.0,72.0,13.0,8085.0,0,SD,True,706,legit
32.0,41.0,11.0,3883.0,0,SC,True,55,legit
22.0,63.0,10.0,4895.0,0,OK,False,4,legit
30.0,62.0,11.0,6104.0,0,MN,True,683,legit
25.0,57.0,10.0,5273.0,0,ID,True,320,legit
17.0,50.0,12.0,6395.0,1,CT,False,843,fraud
32.0,48.0,9.0,5506.0,0,NM,False,947,legit
22.0,29.0,14.0,4918.0,1,NY,False,856,fraud
39.0,68.0,13.0,6623.0,1,VT,True,185,legit
37.0,65.0,11.0,6582.0,0,NH,False,12,legit
38.0,48.0,10.0,4460.0,0,WV,False,735,legit
33.0,49.0,12.0,5495.0,0,LA,False,149,legit
31.0,48.0,10.0,4430.0,0,IL,True,276,legit
29.0,51.0,10.0,5393.0,1,GA,False,606,fraud
28.0,43.0,11.0,4409.0,0,VT,False,0,legit
32.0,59.0,8.0,4954.0,0,WV,False,202,legit
30.0,79.0,7.0,5498.0,0,CO,False,357,legit
27.0,54.0,8.0,3872.0,0,NE,False,752,fraud
22.0,67.0,10.0,6614.0,1,TX,True,844,fraud
36.0,61.0,10.0,4223.0,1,ID,False,490,legit
42.0,47.0,11.0,2864.0,0,NH,False,413,legit
36.0,45.0,17.0,4651.0,0,HI,False,410,legit
38.0,39.0,8.0,2907.0,1,CT,False,65,legit
42.0,29.0,15.0,3105.0,0,VT,False,151,legit
26.0,69.0,7.0,3084.0,0,HI,False,173,fraud
20.0,60.0,11.0,5668.0,1,AR,False,360,fraud
29.0,64.0,11.0,5782.0,0,KY,False,184,legit
26.0,58.0,9.0,6548.0,1,AR,True,982,fraud
31.0,55.0,9.0,5030.0,0,TN,False,187,legit
29.0,49.0,10.0,4439.0,1,NJ,False,854,legit
43.0,42.0,9.0,5251.0,0,AZ,False,5,fraud
38.0,40.0,11.0,3584.0,1,NH,False,346,legit
34.0,62.0,9.0,5134.0,0,MN,False,994,legit
38.0,39.0,9.0,4114.0,0,WY,False,102,legit
39.0,38.0,12.0,3510.0,0,NC,False,864,legit
44.0,76.0,10.0,5697.0,1,TN,False,590,legit
32.0,51.0,11.0,4804.0,0,OK,False,42,legit
38.0,57.0,10.0,3965.0,1,ND,False,422,legit
31.0,42.0,12.0,3742.0,0,MN,False,430,legit
27.0,55.0,11.0,5028.0,0,OK,False,959,legit
30.0,53.0,12.0,5090.0,0,HI,False,299,legit
40.0,41.0,11.0,2726.0,1,MI,False,593,legit
46.0,52.0,8.0,4552.0,1,WI,False,273,fraud
27.0,57.0,9.0,4176.0,1,KS,True,614,legit
42.0,27.0,12.0,5354.0,0,HI,False,966,fraud
37.0,50.0,10.0,5043.0,0,LA,True,351,legit
27.0,71.0,11.0,5041.0,1,UT,False,185,fraud
26.0,51.0,11.0,5004.0,0,ID,False,139,legit
40.0,31.0,9.0,2681.0,1,VT,False,989,legit
38.0,53.0,11.0,4554.0,0,CA,False,930,legit
27.0,59.0,11.0,5420.0,0,DE,True,543,legit
35.0,46.0,9.0,5010.0,1,ND,False,159,fraud
32.0,64.0,10.0,4626.0,1,MO,False,569,legit
39.0,51.0,9.0,4035.0,1,NV,False,588,legit
32.0,86.0,9.0,6389.0,1,IA,False,160,legit
33.0,25.0,10.0,5604.0,0,MN,False,633,fraud
40.0,67.0,11.0,7034.0,0,DC,False,11,legit
43.0,56.0,9.0,4718.0,0,FL,False,336,legit
28.0,36.0,10.0,3229.0,1,HI,False,537,legit
32.0,67.0,8.0,3074.0,1,NY,True,192,fraud
31.0,56.0,8.0,3891.0,0,WA,True,597,legit
51.0,70.0,12.0,7041.0,1,SD,False,716,legit
33.0,93.0,4.0,2845.0,1,NJ,False,225,fraud
32.0,59.0,11.0,5198.0,1,CT,False,183,fraud
26.0,56.0,11.0,5306.0,0,CA,True,690,legit
16.0,79.0,11.0,7039.0,1,UT,True,245,fraud
39.0,56.0,10.0,5360.0,0,CA,False,796,legit
35.0,47.0,13.0,4450.0,0,KY,False,730,legit
19.0,52.0,11.0,4558.0,0,IA,True,520,legit
30.0,47.0,10.0,3796.0,1,NH,False,24,legit
30.0,69.0,13.0,3177.0,1,NY,False,689,fraud
40.0,47.0,11.0,3676.0,0,ID,False,193,legit
37.0,49.0,10.0,3889.0,1,KS,False,743,legit
44.0,35.0,7.0,1731.0,1,WV,False,203,legit
27.0,75.0,6.0,3764.0,0,VT,False,590,fraud
27.0,60.0,9.0,5353.0,0,KS,False,561,legit
48.0,59.0,14.0,7725.0,0,CO,False,108,legit
36.0,62.0,9.0,4064.0,1,PA,True,234,fraud
29.0,72.0,9.0,4617.0,1,RI,False,765,legit
25.0,71.0,10.0,6915.0,0,GA,False,233,legit
43.0,52.0,8.0,5293.0,1,MS,False,413,fraud
39.0,39.0,13.0,3885.0,0,WY,False,736,legit
32.0,51.0,11.0,5185.0,1,ID,True,480,fraud
32.0,51.0,12.0,4337.0,0,NY,False,517,legit
39.0,66.0,12.0,5314.0,1,VT,False,995,legit
21.0,70.0,12.0,6126.0,1,NH,False,239,fraud
32.0,57.0,13.0,5329.0,0,WY,False,735,legit
18.0,52.0,11.0,4810.0,0,MD,False,8,legit
33.0,62.0,12.0,6372.0,0,MA,False,466,legit
37.0,80.0,10.0,6299.0,1,CA,False,46,legit
33.0,88.0,6.0,3415.0,1,AR,False,907,fraud
22.0,78.0,8.0,6806.0,1,PA,True,861,fraud
36.0,41.0,11.0,3341.0,1,IN,False,951,legit
35.0,61.0,10.0,4314.0,1,ID,True,166,legit
27.0,53.0,8.0,5478.0,0,AR,False,547,legit
38.0,54.0,11.0,4267.0,0,IA,False,773,legit
21.0,53.0,13.0,5830.0,1,NH,True,891,fraud
22.0,59.0,12.0,4115.0,1,WA,True,663,legit
32.0,46.0,13.0,3974.0,0,AZ,False,469,legit
35.0,46.0,10.0,4759.0,0,IN,False,681,legit
40.0,47.0,12.0,4322.0,0,HI,False,48,legit
41.0,51.0,14.0,4446.0,0,NM,False,841,legit
34.0,94.0,12.0,7627.0,1,PA,True,610,legit
42.0,67.0,10.0,5891.0,1,SC,False,666,legit
26.0,69.0,10.0,6428.0,0,ID,True,717,legit
35.0,66.0,9.0,5208.0,1,SC,False,951,fraud
32.0,62.0,11.0,4960.0,1,HI,False,984,fraud
36.0,49.0,9.0,5079.0,1,CA,False,880,fraud
38.0,59.0,7.0,4171.0,1,TN,False,228,fraud
37.0,35.0,13.0,3027.0,0,NY,True,696,legit
38.0,46.0,11.0,4005.0,1,MT,True,259,legit
43.0,32.0,10.0,2423.0,1,RI,False,100,legit
21.0,56.0,12.0,5812.0,0,VA,False,226,legit
42.0,62.0,11.0,5958.0,1,AZ,False,910,legit
35.0,71.0,8.0,3732.0,1,DC,True,473,fraud
33.0,37.0,8.0,2897.0,1,IN,False,904,legit
38.0,42.0,9.0,2774.0,1,OR,True,931,legit
36.0,38.0,7.0,2481.0,1,MI,False,745,legit
47.0,43.0,13.0,3323.0,0,FL,False,868,legit
32.0,61.0,11.0,4511.0,1,OR,True,495,fraud
41.0,76.0,12.0,8034.0,0,MN,False,793,legit
29.0,67.0,12.0,6071.0,0,ND,False,287,legit
25.0,49.0,12.0,5758.0,1,NY,True,423,fraud
5.0,69.0,12.0,7240.0,1,WA,True,337,fraud
46.0,77.0,12.0,6287.0,1,WV,True,440,legit
37.0,73.0,7.0,3822.0,1,LA,False,38,fraud
43.0,45.0,11.0,4248.0,1,OK,False,360,legit
29.0,54.0,11.0,4750.0,0,NV,True,500,legit
36.0,39.0,8.0,3325.0,1,SC,False,977,legit
42.0,33.0,10.0,2660.0,1,VA,False,269,legit
29.0,54.0,11.0,5383.0,0,TN,False,336,legit
35.0,49.0,9.0,5438.0,0,ND,False,129,legit
19.0,43.0,14.0,5261.0,0,KS,False,979,legit
27.0,60.0,11.0,5581.0,0,IN,False,93,legit
39.0,42.0,11.0,3669.0,0,HI,True,860,legit
36.0,52.0,9.0,4348.0,0,VA,True,395,legit
28.0,83.0,13.0,7179.0,1,MO,False,357,legit
19.0,76.0,9.0,4592.0,1,GA,False,638,legit
40.0,44.0,12.0,5407.0,0,MO,False,320,legit
34.0,51.0,7.0,4316.0,1,FL,True,82,legit
41.0,76.0,12.0,7320.0,1,SC,False,6,legit
17.0,73.0,11.0,5904.0,1,ND,False,755,fraud
37.0,57.0,12.0,5731.0,0,IA,False,932,legit
26.0,66.0,8.0,4681.0,0,RI,False,800,legit
27.0,45.0,10.0,3478.0,0,OK,False,462,legit
35.0,50.0,9.0,4195.0,0,IN,True,913,legit
27.0,51.0,10.0,3368.0,1,UT,False,610,legit
30.0,58.0,7.0,4933.0,1,NC,False,523,legit
45.0,35.0,10.0,2576.0,1,IA,False,943,legit
31.0,39.0,8.0,3835.0,1,UT,False,811,legit
32.0,72.0,12.0,6848.0,1,ID,False,903,legit
39.0,60.0,8.0,5258.0,1,MD,False,303,fraud
25.0,53.0,8.0,4227.0,0,KS,False,774,fraud
49.0,47.0,12.0,3506.0,0,GA,False,865,legit
47.0,63.0,8.0,6033.0,0,GA,True,812,legit
24.0,59.0,11.0,5970.0,0,AL,True,247,legit
45.0,44.0,11.0,3298.0,0,TN,False,521,legit
28.0,68.0,11.0,6808.0,0,TN,False,128,legit
39.0,36.0,16.0,3870.0,0,VA,False,573,legit
56.0,76.0,13.0,7850.0,1,AZ,False,222,legit
40.0,75.0,14.0,7326.0,1,UT,False,242,legit
38.0,54.0,14.0,4885.0,0,FL,False,737,legit
36.0,56.0,8.0,5181.0,0,MT,True,912,legit
